,type,id,properties.mag,properties.place,properties.time,properties.updated,properties.tz,properties.url,properties.detail,properties.felt,properties.cdi,properties.mmi,properties.alert,properties.status,properties.tsunami,properties.sig,properties.net,properties.code,properties.ids,properties.sources,properties.types,properties.nst,properties.dmin,properties.rms,properties.gap,properties.magType,properties.type,properties.title,geometry.type,geometry.coordinates
55,Feature,nn00580243,0.9,"3 km SSE of Greenhorn, California",1488219799994,1488224989363,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00580243,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00580243&format=geojson,,,,,reviewed,0,12,nn,00580243,",nn00580243,",",nn,",",origin,phase-data,",5.0,0.202,0.1379,212.11,ml,earthquake,"M 0.9 - 3 km SSE of Greenhorn, California",Point,"[-120.7389, 39.8772, 1.5]"
56,Feature,ak0172o8088m,1.8,"83 km NW of Karluk, Alaska",1488219605020,1560872170868,,https://earthquake.usgs.gov/earthquakes/eventpage/ak0172o8088m,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0172o8088m&format=geojson,,,,,reviewed,0,50,ak,0172o8088m,",ak15420877,ak0172o8088m,",",ak,ak,",",associate,origin,phase-data,",,,0.3,,ml,earthquake,"M 1.8 - 83 km NW of Karluk, Alaska",Point,"[-155.2713, 58.1784, 5]"
57,Feature,nn00580239,1.0,"27 km WSW of Hawthorne, Nevada",1488218604582,1530556015366,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00580239,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00580239&format=geojson,,,,,reviewed,0,15,nn,00580239,",nn00580239,",",nn,",",origin,phase-data,",8.0,0.057,0.1131,159.05,ml,earthquake,"M 1.0 - 27 km WSW of Hawthorne, Nevada",Point,"[-118.9001, 38.4129, 7]"
58,Feature,ci37814376,1.32,"7km SSE of Home Gardens, CA",1488218522900,1494959691923,,https://earthquake.usgs.gov/earthquakes/eventpage/ci37814376,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci37814376&format=geojson,,,,,reviewed,0,27,ci,37814376,",ci37814376,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",39.0,0.03221,0.21,56.0,ml,quarry blast,"M 1.3 Quarry Blast - 7km SSE of Home Gardens, CA",Point,"[-117.4835, 33.8206667, -0.51]"
59,Feature,hv61622756,0.67,"14 km SW of Leilani Estates, Hawaii",1488218291920,1594069317600,,https://earthquake.usgs.gov/earthquakes/eventpage/hv61622756,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv61622756&format=geojson,,,,,reviewed,0,7,hv,61622756,",hv61622756,",",hv,",",origin,phase-data,",6.0,,0.07,258.0,md,earthquake,"M 0.7 - 14 km SW of Leilani Estates, Hawaii",Point,"[-155.0158333, 19.3786667, 1.12]"
60,Feature,ci37814368,1.06,"2km W of Agua Dulce, CA",1488218280890,1494958426780,,https://earthquake.usgs.gov/earthquakes/eventpage/ci37814368,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci37814368&format=geojson,,,,,reviewed,0,17,ci,37814368,",ci37814368,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",16.0,0.07928,0.1,98.0,ml,earthquake,"M 1.1 - 2km W of Agua Dulce, CA",Point,"[-118.3426667, 34.4961667, 6.27]"
61,Feature,us20008mqu,4.5,"131 km E of Yamada, Japan",1488217936180,1495594090040,,https://earthquake.usgs.gov/earthquakes/eventpage/us20008mqu,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us20008mqu&format=geojson,,,,,reviewed,0,312,us,20008mqu,",us20008mqu,",",us,",",origin,phase-data,",,2.296,0.69,135.0,mb,earthquake,"M 4.5 - 131 km E of Yamada, Japan",Point,"[143.4734, 39.4231, 18.5]"
62,Feature,ak0172o7l8ff,1.8,"34 km WNW of Cantwell, Alaska",1488217809075,1560872170461,,https://earthquake.usgs.gov/earthquakes/eventpage/ak0172o7l8ff,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0172o7l8ff&format=geojson,,,,,reviewed,0,50,ak,0172o7l8ff,",ak15419724,ak0172o7l8ff,",",ak,ak,",",associate,origin,phase-data,",,,0.44,,ml,earthquake,"M 1.8 - 34 km WNW of Cantwell, Alaska",Point,"[-149.5781, 63.5299, 106.4]"
63,Feature,mb80200864,-0.16,"19 km NNE of Alta, Wyoming",1488217662530,1488297090190,,https://earthquake.usgs.gov/earthquakes/eventpage/mb80200864,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=mb80200864&format=geojson,,,,,reviewed,0,0,mb,80200864,",mb80200864,",",mb,",",origin,phase-data,",4.0,0.019,0.41,201.0,ml,earthquake,"M -0.2 - 19 km NNE of Alta, Wyoming",Point,"[-110.9293333, 43.9143333, 5]"
64,Feature,ak0172o7jdh3,1.3,"10 km N of Ridgeway, Alaska",1488217301356,1560872170059,,https://earthquake.usgs.gov/earthquakes/eventpage/ak0172o7jdh3,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0172o7jdh3&format=geojson,,,,,reviewed,0,26,ak,0172o7jdh3,",ak15419723,ak0172o7jdh3,",",ak,ak,",",associate,origin,phase-data,",,,0.41,,ml,earthquake,"M 1.3 - 10 km N of Ridgeway, Alaska",Point,"[-151.062, 60.6238, 47]"
65,Feature,us20008mqp,4.1,"12 km W of Juliaca, Peru",1488217298030,1495594090040,,https://earthquake.usgs.gov/earthquakes/eventpage/us20008mqp,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us20008mqp&format=geojson,,,,,reviewed,0,259,us,20008mqp,",us20008mqp,",",us,",",origin,phase-data,",,2.182,0.81,146.0,mb,earthquake,"M 4.1 - 12 km W of Juliaca, Peru",Point,"[-70.2514, -15.5084, 224.06]"
66,Feature,us100087i8,4.1,"62 km WSW of Sungai Penuh, Indonesia",1488217125380,1495594090040,,https://earthquake.usgs.gov/earthquakes/eventpage/us100087i8,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us100087i8&format=geojson,,,,,reviewed,0,259,us,100087i8,",us100087i8,",",us,",",origin,phase-data,",,2.596,0.95,182.0,mb,earthquake,"M 4.1 - 62 km WSW of Sungai Penuh, Indonesia",Point,"[100.8807, -2.2827, 58.57]"
67,Feature,us100087hk,4.1,"42 km WSW of Panguna, Papua New Guinea",1488216729690,1495594090040,,https://earthquake.usgs.gov/earthquakes/eventpage/us100087hk,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us100087hk&format=geojson,,,,,reviewed,0,259,us,100087hk,",us100087hk,",",us,",",origin,phase-data,",,3.756,0.52,120.0,mb,earthquake,"M 4.1 - 42 km WSW of Panguna, Papua New Guinea",Point,"[155.1476, -6.5051, 342.81]"
68,Feature,nn00593982,0.8,"27 km WSW of Hawthorne, Nevada",1488216336255,1530556015277,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00593982,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00593982&format=geojson,,,,,reviewed,0,10,nn,00593982,",nn00593982,",",nn,",",origin,phase-data,",4.0,0.075,0.1003,283.42,ml,earthquake,"M 0.8 - 27 km WSW of Hawthorne, Nevada",Point,"[-118.919, 38.4288, 6.2]"
69,Feature,ak0172o7fo1n,1.5,"31 km ESE of Skwentna, Alaska",1488216252113,1560872169558,,https://earthquake.usgs.gov/earthquakes/eventpage/ak0172o7fo1n,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0172o7fo1n&format=geojson,,,,,reviewed,0,35,ak,0172o7fo1n,",ak15419717,ak0172o7fo1n,",",ak,ak,",",associate,origin,phase-data,",,,0.41,,ml,earthquake,"M 1.5 - 31 km ESE of Skwentna, Alaska",Point,"[-150.8044, 61.9265, 60.7]"
70,Feature,ak0172o7fn5d,2.1,"60 km SW of Akhiok, Alaska",1488216240493,1560872169107,,https://earthquake.usgs.gov/earthquakes/eventpage/ak0172o7fn5d,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0172o7fn5d&format=geojson,,,,,reviewed,0,68,ak,0172o7fn5d,",ak15447724,ak0172o7fn5d,",",ak,ak,",",associate,origin,phase-data,",,,0.62,,ml,earthquake,"M 2.1 - 60 km SW of Akhiok, Alaska",Point,"[-154.9044, 56.5777, 56.8]"
71,Feature,nn00580234,0.8,"53 km S of Goldfield, Nevada",1488215401832,1530556013524,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00580234,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00580234&format=geojson,,,,,reviewed,0,10,nn,00580234,",nn00580234,",",nn,",",origin,phase-data,",6.0,0.449,0.085,280.04,ml,earthquake,"M 0.8 - 53 km S of Goldfield, Nevada",Point,"[-117.2753, 37.2272, 4.5]"
72,Feature,us100087bl,2.8,Gulf of Alaska,1488215294670,1560872168685,,https://earthquake.usgs.gov/earthquakes/eventpage/us100087bl,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us100087bl&format=geojson,,,,,reviewed,0,121,us,100087bl,",ak15447723,ak0172o7c94g,us100087bl,",",ak,ak,us,",",associate,origin,phase-data,",,3.398,0.83,261.0,ml,earthquake,M 2.8 - Gulf of Alaska,Point,"[-145.8891, 57.1618, 17.97]"
73,Feature,ak0172o7bnne,1.9,"46 km ENE of Pedro Bay, Alaska",1488215140749,1560872168236,,https://earthquake.usgs.gov/earthquakes/eventpage/ak0172o7bnne,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0172o7bnne&format=geojson,,,,,reviewed,0,56,ak,0172o7bnne,",ak15447722,ak0172o7bnne,",",ak,ak,",",associate,origin,phase-data,",,,0.38,,ml,earthquake,"M 1.9 - 46 km ENE of Pedro Bay, Alaska",Point,"[-153.3405, 59.9567, 131.8]"
74,Feature,nc72768576,0.66,"7 km W of Cobb, California",1488214909180,1488396600740,,https://earthquake.usgs.gov/earthquakes/eventpage/nc72768576,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc72768576&format=geojson,,,,,reviewed,0,7,nc,72768576,",nc72768576,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",23.0,0.01319,0.03,102.0,md,earthquake,"M 0.7 - 7 km W of Cobb, California",Point,"[-122.8121667, 38.8086667, 2.6]"
75,Feature,us20008mqt,3.7,"119 km SW of Nikolski, Alaska",1488214405360,1560872167810,,https://earthquake.usgs.gov/earthquakes/eventpage/us20008mqt,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us20008mqt&format=geojson,,,,,reviewed,0,211,us,20008mqt,",ak15419712,ak0172o70h0g,us20008mqt,",",ak,ak,us,",",associate,origin,phase-data,",,0.591,1.44,208.0,ml,earthquake,"M 3.7 - 119 km SW of Nikolski, Alaska",Point,"[-170.2534, 52.2754, 34.44]"
76,Feature,us100087i6,4.4,south of the Fiji Islands,1488213877280,1495594090040,,https://earthquake.usgs.gov/earthquakes/eventpage/us100087i6,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us100087i6&format=geojson,,,,,reviewed,0,298,us,100087i6,",us100087i6,",",us,",",origin,phase-data,",,6.563,0.97,115.0,mb,earthquake,M 4.4 - south of the Fiji Islands,Point,"[179.3101, -24.2351, 524.16]"
77,Feature,nn00580200,1.2,"20 km E of Benton, California",1488213411935,1530556013439,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00580200,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00580200&format=geojson,,,,,reviewed,0,22,nn,00580200,",nc72768571,nn00580200,",",nc,nn,",",nearby-cities,origin,phase-data,scitech-link,",9.0,0.229,0.0914,113.28,ml,earthquake,"M 1.2 - 20 km E of Benton, California",Point,"[-118.2434, 37.8088, 5.6]"
78,Feature,mb80200844,0.62,"0 km NE of Turah, Montana",1488212868670,1488296601250,,https://earthquake.usgs.gov/earthquakes/eventpage/mb80200844,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=mb80200844&format=geojson,,,,,reviewed,0,6,mb,80200844,",mb80200844,",",mb,",",origin,phase-data,",4.0,0.081,0.08,182.0,ml,earthquake,"M 0.6 - 0 km NE of Turah, Montana",Point,"[-113.824, 46.842, 2.26]"
79,Feature,us20008mpq,4.9,"27 km SSW of Yonakuni, Japan",1488212310880,1495594090040,,https://earthquake.usgs.gov/earthquakes/eventpage/us20008mpq,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us20008mpq&format=geojson,2.0,2.7,,,reviewed,0,370,us,20008mpq,",us20008mpq,",",us,",",dyfi,origin,phase-data,",,0.251,0.6,73.0,mb,earthquake,"M 4.9 - 27 km SSW of Yonakuni, Japan",Point,"[122.8752, 24.2479, 44.01]"
80,Feature,ak0172o6s5uo,0.7,"12 km W of Dutch Harbor, Alaska",1488212085442,1560872167113,,https://earthquake.usgs.gov/earthquakes/eventpage/ak0172o6s5uo,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0172o6s5uo&format=geojson,,,,,reviewed,0,8,ak,0172o6s5uo,",ak15418451,ak0172o6s5uo,",",ak,ak,",",associate,origin,phase-data,",,,0.46,,ml,earthquake,"M 0.7 - 12 km W of Dutch Harbor, Alaska",Point,"[-166.7273, 53.8854, 5.1]"
81,Feature,nc72768561,0.64,"11 km W of Cobb, California",1488211763820,1488327983058,,https://earthquake.usgs.gov/earthquakes/eventpage/nc72768561,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc72768561&format=geojson,,,,,reviewed,0,6,nc,72768561,",nc72768561,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",24.0,0.006781,0.13,86.0,md,earthquake,"M 0.6 - 11 km W of Cobb, California",Point,"[-122.8508333, 38.8226667, 7.25]"
82,Feature,ak0172o6qmh5,4.9,"120 km SE of Perryville, Alaska",1488211647774,1560872166723,,https://earthquake.usgs.gov/earthquakes/eventpage/ak0172o6qmh5,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0172o6qmh5&format=geojson,,,,,reviewed,0,369,ak,0172o6qmh5,",ak15418443,us20008mpl,ak0172o6qmh5,",",ak,us,ak,",",associate,moment-tensor,origin,phase-data,",,,0.67,,mb,earthquake,"M 4.9 - 120 km SE of Perryville, Alaska",Point,"[-157.6915, 55.2062, 36.8]"
83,Feature,us100087i4,4.3,"119 km SW of Haveluloto, Tonga",1488210840350,1495594089040,,https://earthquake.usgs.gov/earthquakes/eventpage/us100087i4,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us100087i4&format=geojson,,,,,reviewed,0,284,us,100087i4,",us100087i4,",",us,",",origin,phase-data,",,6.797,0.91,151.0,mb,earthquake,"M 4.3 - 119 km SW of Haveluloto, Tonga",Point,"[-176.1386, -21.8029, 124.98]"
84,Feature,nc72768551,1.21,"13 km WSW of Aspen Springs, California",1488210809210,1488223142641,,https://earthquake.usgs.gov/earthquakes/eventpage/nc72768551,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc72768551&format=geojson,,,,,reviewed,0,23,nc,72768551,",nc72768551,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",17.0,0.08961,0.12,188.0,md,earthquake,"M 1.2 - 13 km WSW of Aspen Springs, California",Point,"[-118.8511667, 37.502, 2.01]"
85,Feature,us100087i3,4.2,"82 km S of Kuril’sk, Russia",1488210552630,1495594089040,,https://earthquake.usgs.gov/earthquakes/eventpage/us100087i3,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us100087i3&format=geojson,,,,,reviewed,0,271,us,100087i3,",us100087i3,",",us,",",origin,phase-data,",,3.668,0.7,176.0,mb,earthquake,"M 4.2 - 82 km S of Kuril’sk, Russia",Point,"[147.6764, 44.5008, 114.34]"
86,Feature,ci37814336,0.99,"4km N of Lake Henshaw, CA",1488210184510,1494957907742,,https://earthquake.usgs.gov/earthquakes/eventpage/ci37814336,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci37814336&format=geojson,,,,,reviewed,0,15,ci,37814336,",ci37814336,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",32.0,0.04379,0.13,60.0,ml,earthquake,"M 1.0 - 4km N of Lake Henshaw, CA",Point,"[-116.7701667, 33.2788333, 14.54]"
87,Feature,nc72768546,0.81,"3 km WSW of Cobb, California",1488209350150,1488503764534,,https://earthquake.usgs.gov/earthquakes/eventpage/nc72768546,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc72768546&format=geojson,,,,,reviewed,0,10,nc,72768546,",nc72768546,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",23.0,0.01475,0.07,48.0,md,earthquake,"M 0.8 - 3 km WSW of Cobb, California",Point,"[-122.7601667, 38.8163333, 1.88]"
88,Feature,ak0172o68mha,0.9,"24 km NNE of Paxson, Alaska",1488209009747,1560872166245,,https://earthquake.usgs.gov/earthquakes/eventpage/ak0172o68mha,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0172o68mha&format=geojson,,,,,reviewed,0,12,ak,0172o68mha,",ak15418441,ak0172o68mha,",",ak,ak,",",associate,origin,phase-data,",,,0.32,,ml,earthquake,"M 0.9 - 24 km NNE of Paxson, Alaska",Point,"[-145.4306, 63.2943, 3.9]"
89,Feature,nn00580208,0.7,"2 km WNW of Carnelian Bay, California",1488208293339,1530556012608,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00580208,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00580208&format=geojson,,,,,reviewed,0,8,nn,00580208,",nn00580208,",",nn,",",origin,phase-data,",7.0,0.392,0.1721,137.22,ml,earthquake,"M 0.7 - 2 km WNW of Carnelian Bay, California",Point,"[-120.1073, 39.2321, 8.6]"
90,Feature,nc72769846,1.55,"6 km S of Tennant, California",1488207506970,1488497702327,,https://earthquake.usgs.gov/earthquakes/eventpage/nc72769846,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc72769846&format=geojson,,,,,reviewed,0,37,nc,72769846,",nc72769846,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",6.0,0.1822,0.18,160.0,md,earthquake,"M 1.6 - 6 km S of Tennant, California",Point,"[-121.9131667, 41.5286667, -0.42]"
91,Feature,us100087i2,4.6,"236 km SE of Hihifo, Tonga",1488207115970,1495594089040,,https://earthquake.usgs.gov/earthquakes/eventpage/us100087i2,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us100087i2&format=geojson,,,,,reviewed,0,326,us,100087i2,",us100087i2,",",us,",",origin,phase-data,",,2.715,0.57,109.0,mb,earthquake,"M 4.6 - 236 km SE of Hihifo, Tonga",Point,"[-171.9857, -17.1842, 22.11]"
92,Feature,nn00580206,-0.8,"14 km ESE of Furnace Creek, California",1488206999850,1530556012350,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00580206,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00580206&format=geojson,,,,,reviewed,0,0,nn,00580206,",nn00580206,",",nn,",",origin,phase-data,",4.0,0.176,0.1232,157.73,ml,earthquake,"M -0.8 - 14 km ESE of Furnace Creek, California",Point,"[-116.7129, 36.3883, 3.9]"
93,Feature,mb80201019,0.33,"4 km SSW of Sheridan, Montana",1488206960350,1488313724570,,https://earthquake.usgs.gov/earthquakes/eventpage/mb80201019,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=mb80201019&format=geojson,,,,,reviewed,0,2,mb,80201019,",mb80201019,",",mb,",",origin,phase-data,",3.0,0.23,0.05,196.0,ml,earthquake,"M 0.3 - 4 km SSW of Sheridan, Montana",Point,"[-112.2308333, 45.4195, 5.92]"
94,Feature,ci37814328,1.64,"3km N of Frazier Park, CA",1488206774420,1494958810849,,https://earthquake.usgs.gov/earthquakes/eventpage/ci37814328,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci37814328&format=geojson,,,,,reviewed,0,41,ci,37814328,",ci37814328,",",ci,",",focal-mechanism,nearby-cities,origin,phase-data,scitech-link,",25.0,0.07017,0.18,61.0,ml,earthquake,"M 1.6 - 3km N of Frazier Park, CA",Point,"[-118.945, 34.852, 10.11]"
95,Feature,nc72768541,1.06,"5 km SW of Cobb, California",1488206598310,1488442263446,,https://earthquake.usgs.gov/earthquakes/eventpage/nc72768541,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc72768541&format=geojson,,,,,reviewed,0,17,nc,72768541,",nc72768541,",",nc,",",focal-mechanism,nearby-cities,origin,phase-data,scitech-link,",32.0,0.01363,0.08,105.0,md,earthquake,"M 1.1 - 5 km SW of Cobb, California",Point,"[-122.7728333, 38.7863333, 1.88]"
96,Feature,ak0172o5r135,1.6,"19 km SSE of Susitna, Alaska",1488206480970,1560872165817,,https://earthquake.usgs.gov/earthquakes/eventpage/ak0172o5r135,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0172o5r135&format=geojson,,,,,reviewed,0,39,ak,0172o5r135,",ak15418437,ak0172o5r135,",",ak,ak,",",associate,origin,phase-data,",,,0.47,,ml,earthquake,"M 1.6 - 19 km SSE of Susitna, Alaska",Point,"[-150.405, 61.376, 45.9]"
97,Feature,ak0172o5r0pm,0.3,"29 km SSE of Rampart, Alaska",1488206476107,1560872165407,,https://earthquake.usgs.gov/earthquakes/eventpage/ak0172o5r0pm,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0172o5r0pm&format=geojson,,,,,reviewed,0,1,ak,0172o5r0pm,",ak15418438,ak0172o5r0pm,",",ak,ak,",",associate,origin,phase-data,",,,0.4,,ml,earthquake,"M 0.3 - 29 km SSE of Rampart, Alaska",Point,"[-149.9996, 65.2464, 0.1]"
98,Feature,nc72769056,0.6,"21 km SW of Old Station, California",1488206436400,1488324409143,,https://earthquake.usgs.gov/earthquakes/eventpage/nc72769056,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc72769056&format=geojson,,,,,reviewed,0,6,nc,72769056,",nc72769056,",",nc,",",nearby-cities,origin,phase-data,",4.0,0.03884,0.13,237.0,md,earthquake,"M 0.6 - 21 km SW of Old Station, California",Point,"[-121.6208333, 40.5486667, 3.39]"
99,Feature,uw61252886,1.59,"3 km SE of Mill Plain, Washington",1488205493850,1488233327700,,https://earthquake.usgs.gov/earthquakes/eventpage/uw61252886,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uw61252886&format=geojson,,,,,reviewed,0,39,uw,61252886,",uw61252886,",",uw,",",origin,phase-data,",18.0,0.1478,0.23,63.0,ml,earthquake,"M 1.6 - 3 km SE of Mill Plain, Washington",Point,"[-122.4555, 45.6215, 8.1]"
100,Feature,ak0172o5nde6,2.0,"11 km WNW of Dutch Harbor, Alaska",1488205454226,1560872165002,,https://earthquake.usgs.gov/earthquakes/eventpage/ak0172o5nde6,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0172o5nde6&format=geojson,,,,,reviewed,0,62,ak,0172o5nde6,",ak15418433,ak0172o5nde6,",",ak,ak,",",associate,origin,phase-data,",,,0.54,,ml,earthquake,"M 2.0 - 11 km WNW of Dutch Harbor, Alaska",Point,"[-166.6993, 53.9241, 5.8]"
101,Feature,ak0172o5mc9u,1.1,"14 km SW of Willow, Alaska",1488205173146,1560872164553,,https://earthquake.usgs.gov/earthquakes/eventpage/ak0172o5mc9u,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0172o5mc9u&format=geojson,,,,,reviewed,0,19,ak,0172o5mc9u,",ak15418432,ak0172o5mc9u,",",ak,ak,",",associate,origin,phase-data,",,,0.67,,ml,earthquake,"M 1.1 - 14 km SW of Willow, Alaska",Point,"[-150.1866, 61.6433, 41.6]"
102,Feature,uu60187062,0.99,"16 km E of Hebgen Lake Estates, Montana",1488203953420,1488217397570,,https://earthquake.usgs.gov/earthquakes/eventpage/uu60187062,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uu60187062&format=geojson,,,,,reviewed,0,15,uu,60187062,",uu60187062,",",uu,",",origin,phase-data,",9.0,0.04075,0.13,139.0,ml,earthquake,"M 1.0 - 16 km E of Hebgen Lake Estates, Montana",Point,"[-110.9855, 44.7973333, 8.21]"
